rank,id,name,location,pv_score_max,pv_status_model,geocode_score,image_path,overlay_path,mask_ratio
381,2709,上海龙阳四街坊项目,上海市浦东新区龙阳路地铁站附近,0.093741,no_clear_pv,92.07,C:\Users\Admin\Documents\光伏覆盖率 2\satellite_experiment\full_shanghai_dataset\images\2709_上海龙阳四街坊项目.jpg,,
382,4931,上海虹口彩虹湾缤纷商都,上海市虹口区虹湾路111号,0.092064,no_clear_pv,89.23,C:\Users\Admin\Documents\光伏覆盖率 2\satellite_experiment\full_shanghai_dataset\images\4931_上海虹口彩虹湾缤纷商都.jpg,,
383,3249,上海九亭金地广场,上海市松江区沪亭北路65号,0.091579,no_clear_pv,91.92,C:\Users\Admin\Documents\光伏覆盖率 2\satellite_experiment\full_shanghai_dataset\images\3249_上海九亭金地广场.jpg,,
384,445,上海瑞虹天地太阳宫,上海市虹口区瑞虹路188号,0.091214,no_clear_pv,89.23,C:\Users\Admin\Documents\光伏覆盖率 2\satellite_experiment\full_shanghai_dataset\images\445_上海瑞虹天地太阳宫.jpg,,
385,4087,上海瑞虹天地月亮湾,上海市虹口区瑞虹路188号,0.091214,no_clear_pv,89.23,C:\Users\Admin\Documents\光伏覆盖率 2\satellite_experiment\full_shanghai_dataset\images\4087_上海瑞虹天地月亮湾.jpg,,
386,3604,上海长江国际生活广场,上海市宝山区殷高西路333号,0.090695,no_clear_pv,90,C:\Users\Admin\Documents\光伏覆盖率 2\satellite_experiment\full_shanghai_dataset\images\3604_上海长江国际生活广场.jpg,,
387,211,上海龙之梦城市生活中心,上海市长宁区长宁路1018号,0.090546,no_clear_pv,100,C:\Users\Admin\Documents\光伏覆盖率 2\satellite_experiment\full_shanghai_dataset\images\211_上海龙之梦城市生活中心.jpg,,
388,5045,上海永业购物中心,上海市青浦区永业购物中心,0.089059,no_clear_pv,79.16,C:\Users\Admin\Documents\光伏覆盖率 2\satellite_experiment\full_shanghai_dataset\images\5045_上海永业购物中心.jpg,,
389,5522,上海崧泽华城生活汇,上海市青浦区青湖东路900号,0.089059,no_clear_pv,76.37,C:\Users\Admin\Documents\光伏覆盖率 2\satellite_experiment\full_shanghai_dataset\images\5522_上海崧泽华城生活汇.jpg,,
390,7674,上海青浦百联奥特莱斯二期,,0.089059,no_clear_pv,79.2,C:\Users\Admin\Documents\光伏覆盖率 2\satellite_experiment\full_shanghai_dataset\images\7674_上海青浦百联奥特莱斯二期.jpg,,
391,7716,上海青浦百联二期,,0.089059,no_clear_pv,84.6,C:\Users\Admin\Documents\光伏覆盖率 2\satellite_experiment\full_shanghai_dataset\images\7716_上海青浦百联二期.jpg,,
392,4843,上海碧江广场,上海市闵行区鹤庆路900号,0.088021,no_clear_pv,89.23,C:\Users\Admin\Documents\光伏覆盖率 2\satellite_experiment\full_shanghai_dataset\images\4843_上海碧江广场.jpg,,
393,2171,上海领丰汇,上海市浦东新区上南路6717号,0.087431,no_clear_pv,88.33,C:\Users\Admin\Documents\光伏覆盖率 2\satellite_experiment\full_shanghai_dataset\images\2171_上海领丰汇.jpg,,
394,2918,上海中房金谊广场,上海市浦东新区上南路4467号,0.087431,no_clear_pv,88.33,C:\Users\Admin\Documents\光伏覆盖率 2\satellite_experiment\full_shanghai_dataset\images\2918_上海中房金谊广场.jpg,,
395,7111,上海乐坊羽山生活广场,上海市浦东新区崮山路717号,0.087215,no_clear_pv,90,C:\Users\Admin\Documents\光伏覆盖率 2\satellite_experiment\full_shanghai_dataset\images\7111_上海乐坊羽山生活广场.jpg,,
396,2242,上海新达汇·三林,上海市浦东新区永泰路1138号,0.086554,no_clear_pv,88.33,C:\Users\Admin\Documents\光伏覆盖率 2\satellite_experiment\full_shanghai_dataset\images\2242_上海新达汇·三林.jpg,,
397,4763,上海恒隆广场,上海市静安区南京西路1266号,0.086219,no_clear_pv,100,C:\Users\Admin\Documents\光伏覆盖率 2\satellite_experiment\full_shanghai_dataset\images\4763_上海恒隆广场.jpg,,
398,6695,上海环宇荟,上海市黄浦区黄陂南路838弄,0.085313,no_clear_pv,100,C:\Users\Admin\Documents\光伏覆盖率 2\satellite_experiment\full_shanghai_dataset\images\6695_上海环宇荟.jpg,,
399,218,上海江桥万达广场,上海市嘉定区金沙江西路1051号,0.083773,no_clear_pv,89.06,C:\Users\Admin\Documents\光伏覆盖率 2\satellite_experiment\full_shanghai_dataset\images\218_上海江桥万达广场.jpg,,
400,8246,上海赵巷汇金里,,0.083483,no_clear_pv,87.07,C:\Users\Admin\Documents\光伏覆盖率 2\satellite_experiment\full_shanghai_dataset\images\8246_上海赵巷汇金里.jpg,,
401,4848,上海湖滨道购物中心,上海市黄浦区企业天地2期|5号楼,0.082820,no_clear_pv,76.33,C:\Users\Admin\Documents\光伏覆盖率 2\satellite_experiment\full_shanghai_dataset\images\4848_上海湖滨道购物中心.jpg,,
402,6187,上海大华锦绣国际,上海市浦东新区杨高南路北艾路,0.082499,no_clear_pv,92.5,C:\Users\Admin\Documents\光伏覆盖率 2\satellite_experiment\full_shanghai_dataset\images\6187_上海大华锦绣国际.jpg,,
403,2233,上海夏都小镇,上海市青浦区沪青平公路1583号,0.082131,no_clear_pv,98.9,C:\Users\Admin\Documents\光伏覆盖率 2\satellite_experiment\full_shanghai_dataset\images\2233_上海夏都小镇.jpg,,
404,1521,上海118广场,上海市普陀区金沙江路1685号,0.082123,no_clear_pv,100,C:\Users\Admin\Documents\光伏覆盖率 2\satellite_experiment\full_shanghai_dataset\images\1521_上海118广场.jpg,,
405,157,上海七宝万科广场,上海市闵行区漕宝街3366号,0.082038,no_clear_pv,76.34,C:\Users\Admin\Documents\光伏覆盖率 2\satellite_experiment\full_shanghai_dataset\images\157_上海七宝万科广场.jpg,,
406,1132,上海闵行马桥万达广场,上海市闵行区富国路,0.082038,no_clear_pv,85.8,C:\Users\Admin\Documents\光伏覆盖率 2\satellite_experiment\full_shanghai_dataset\images\1132_上海闵行马桥万达广场.jpg,,
407,2794,上海凯德闵行商业中心,上海市闵行区沪闵公路6088号,0.082038,no_clear_pv,79.17,C:\Users\Admin\Documents\光伏覆盖率 2\satellite_experiment\full_shanghai_dataset\images\2794_上海凯德闵行商业中心.jpg,,
408,4541,上海龙盛国际商业广场,上海市闵行区龙盛国际商业广场,0.082038,no_clear_pv,76.37,C:\Users\Admin\Documents\光伏覆盖率 2\satellite_experiment\full_shanghai_dataset\images\4541_上海龙盛国际商业广场.jpg,,
409,5161,上海七莘红点城,上海市闵行区七莘红点城,0.082038,no_clear_pv,80.95,C:\Users\Admin\Documents\光伏覆盖率 2\satellite_experiment\full_shanghai_dataset\images\5161_上海七莘红点城.jpg,,
410,5515,上海星宝购物中心,上海市闵行区星宝购物中心,0.082038,no_clear_pv,79.16,C:\Users\Admin\Documents\光伏覆盖率 2\satellite_experiment\full_shanghai_dataset\images\5515_上海星宝购物中心.jpg,,
411,5824,上海浦江城市生活广场,上海市闵行区城市生活广场,0.082038,no_clear_pv,79.2,C:\Users\Admin\Documents\光伏覆盖率 2\satellite_experiment\full_shanghai_dataset\images\5824_上海浦江城市生活广场.jpg,,
412,7022,上海城开优享+欣虹汇,上海市闵行区翔闵宾馆,0.082038,no_clear_pv,83.11,C:\Users\Admin\Documents\光伏覆盖率 2\satellite_experiment\full_shanghai_dataset\images\7022_上海城开优享+欣虹汇.jpg,,
413,7956,上海闵行天悦汇,,0.082038,no_clear_pv,87.9,C:\Users\Admin\Documents\光伏覆盖率 2\satellite_experiment\full_shanghai_dataset\images\7956_上海闵行天悦汇.jpg,,
414,7157,上海南京西路818广场,上海市静安区南京西路818号,0.081703,no_clear_pv,100,C:\Users\Admin\Documents\光伏覆盖率 2\satellite_experiment\full_shanghai_dataset\images\7157_上海南京西路818广场.jpg,,
415,6545,上海融信上坤中心先番城,上海市闵行区上坤路77弄,0.081250,no_clear_pv,91.25,C:\Users\Admin\Documents\光伏覆盖率 2\satellite_experiment\full_shanghai_dataset\images\6545_上海融信上坤中心先番城.jpg,,
416,7336,上海玖時活力中心,上海市徐汇区大木桥路|18号楼,0.081114,no_clear_pv,90,C:\Users\Admin\Documents\光伏覆盖率 2\satellite_experiment\full_shanghai_dataset\images\7336_上海玖時活力中心.jpg,,
417,7669,港城中环汇|招商花园里,,0.077734,no_clear_pv,77.6,C:\Users\Admin\Documents\光伏覆盖率 2\satellite_experiment\full_shanghai_dataset\images\7669_港城中环汇_招商花园里.jpg,,
418,7720,上海中环招商花园里(暂定名),,0.077734,no_clear_pv,80.42,C:\Users\Admin\Documents\光伏覆盖率 2\satellite_experiment\full_shanghai_dataset\images\7720_上海中环招商花园里(暂定名).jpg,,
419,8185,上海传媒港花园里二期,,0.077734,no_clear_pv,84.5,C:\Users\Admin\Documents\光伏覆盖率 2\satellite_experiment\full_shanghai_dataset\images\8185_上海传媒港花园里二期.jpg,,
420,8238,上海绿洲智谷花园里北区,,0.077734,no_clear_pv,81.96,C:\Users\Admin\Documents\光伏覆盖率 2\satellite_experiment\full_shanghai_dataset\images\8238_上海绿洲智谷花园里北区.jpg,,
421,8239,上海绿洲智谷花园里南区,,0.077734,no_clear_pv,81.96,C:\Users\Admin\Documents\光伏覆盖率 2\satellite_experiment\full_shanghai_dataset\images\8239_上海绿洲智谷花园里南区.jpg,,
422,7642,上海城开优享+,上海市闵行区顾戴路575弄1号,0.077506,no_clear_pv,86,C:\Users\Admin\Documents\光伏覆盖率 2\satellite_experiment\full_shanghai_dataset\images\7642_上海城开优享+.jpg,,
423,5361,上海金沙和美商业广场,上海市普陀区金沙江路2239弄1号,0.075819,no_clear_pv,98.24,C:\Users\Admin\Documents\光伏覆盖率 2\satellite_experiment\full_shanghai_dataset\images\5361_上海金沙和美商业广场.jpg,,
424,8194,上海吉乐买生活广场,,0.074998,no_clear_pv,100,C:\Users\Admin\Documents\光伏覆盖率 2\satellite_experiment\full_shanghai_dataset\images\8194_上海吉乐买生活广场.jpg,,
425,3572,上海AI,上海市徐汇区云锦路683号,0.073468,no_clear_pv,89.23,C:\Users\Admin\Documents\光伏覆盖率 2\satellite_experiment\full_shanghai_dataset\images\3572_上海AI.jpg,,
426,7071,上海万源城乐斯生活馆,上海市闵行区万源路916号,0.073386,no_clear_pv,89.23,C:\Users\Admin\Documents\光伏覆盖率 2\satellite_experiment\full_shanghai_dataset\images\7071_上海万源城乐斯生活馆.jpg,,
427,267,上海长泰广场,上海市浦东新区金科路2889弄,0.072679,no_clear_pv,99.33,C:\Users\Admin\Documents\光伏覆盖率 2\satellite_experiment\full_shanghai_dataset\images\267_上海长泰广场.jpg,,
428,142,上海万象城,上海市闵行区吴中路1599号,0.072540,no_clear_pv,100,C:\Users\Admin\Documents\光伏覆盖率 2\satellite_experiment\full_shanghai_dataset\images\142_上海万象城.jpg,,
429,3022,上海百联世纪购物中心,百联世纪购物中心，上海市上海市浦东新区世纪大道1217号世纪大道地铁站1号出口,0.072035,no_clear_pv,95.93,C:\Users\Admin\Documents\光伏覆盖率 2\satellite_experiment\full_shanghai_dataset\images\3022_上海百联世纪购物中心.jpg,,
430,502,上海凯德虹口商业中心,上海市虹口区西江湾路|388,0.070902,no_clear_pv,100,C:\Users\Admin\Documents\光伏覆盖率 2\satellite_experiment\full_shanghai_dataset\images\502_上海凯德虹口商业中心.jpg,,
431,6097,上海红太阳商业广场,上海市宝山区通河路|531号|-539号,0.070669,no_clear_pv,83.53,C:\Users\Admin\Documents\光伏覆盖率 2\satellite_experiment\full_shanghai_dataset\images\6097_上海红太阳商业广场.jpg,,
432,3537,上海jic静安国际中心,上海市静安区裕通路89号,0.069849,no_clear_pv,91.25,C:\Users\Admin\Documents\光伏覆盖率 2\satellite_experiment\full_shanghai_dataset\images\3537_上海jic静安国际中心.jpg,,
433,5129,上海比斯特购物村,上海市浦东新区比斯特购物村,0.069554,no_clear_pv,86.27,C:\Users\Admin\Documents\光伏覆盖率 2\satellite_experiment\full_shanghai_dataset\images\5129_上海比斯特购物村.jpg,,
434,4693,上海亿丰时代广场,上海市浦东新区亿丰时代广场,0.068339,no_clear_pv,100,C:\Users\Admin\Documents\光伏覆盖率 2\satellite_experiment\full_shanghai_dataset\images\4693_上海亿丰时代广场.jpg,,
435,645,上海TODTOWN天荟,TODTOWN天荟悦麓，上海市上海市闵行区莘朱路288弄(莘庄地铁站南口旁),0.068209,no_clear_pv,74.68,C:\Users\Admin\Documents\光伏覆盖率 2\satellite_experiment\full_shanghai_dataset\images\645_上海TODTOWN天荟.jpg,,
436,7518,上海瑞安鸿寿坊,浙江省舟山市普陀区,0.068209,no_clear_pv,79.85,C:\Users\Admin\Documents\光伏覆盖率 2\satellite_experiment\full_shanghai_dataset\images\7518_上海瑞安鸿寿坊.jpg,,
437,7655,云璟天地,,0.068209,no_clear_pv,76.3,C:\Users\Admin\Documents\光伏覆盖率 2\satellite_experiment\full_shanghai_dataset\images\7655_云璟天地.jpg,,
438,7660,金融湾光耀之环,,0.068209,no_clear_pv,72.17,C:\Users\Admin\Documents\光伏覆盖率 2\satellite_experiment\full_shanghai_dataset\images\7660_金融湾光耀之环.jpg,,
439,7680,云际π(云际尚浦),,0.068209,no_clear_pv,72.22,C:\Users\Admin\Documents\光伏覆盖率 2\satellite_experiment\full_shanghai_dataset\images\7680_云际π(云际尚浦).jpg,,
440,7686,聚梦天地DREAMLIVE,,0.068209,no_clear_pv,71.93,C:\Users\Admin\Documents\光伏覆盖率 2\satellite_experiment\full_shanghai_dataset\images\7686_聚梦天地DREAMLIVE.jpg,,
441,7692,上海FFC滨江悦里,,0.068209,no_clear_pv,75.73,C:\Users\Admin\Documents\光伏覆盖率 2\satellite_experiment\full_shanghai_dataset\images\7692_上海FFC滨江悦里.jpg,,
442,7702,Nova Park诺瓦城,,0.068209,no_clear_pv,72.09,C:\Users\Admin\Documents\光伏覆盖率 2\satellite_experiment\full_shanghai_dataset\images\7702_Nova Park诺瓦城.jpg,,
443,7710,幸汇城隍,,0.068209,no_clear_pv,76.3,C:\Users\Admin\Documents\光伏覆盖率 2\satellite_experiment\full_shanghai_dataset\images\7710_幸汇城隍.jpg,,
444,7712,龙凤：PRSCO,,0.068209,no_clear_pv,72.75,C:\Users\Admin\Documents\光伏覆盖率 2\satellite_experiment\full_shanghai_dataset\images\7712_龙凤：PRSCO.jpg,,
445,7713,大宁协信里,,0.068209,no_clear_pv,74.13,C:\Users\Admin\Documents\光伏覆盖率 2\satellite_experiment\full_shanghai_dataset\images\7713_大宁协信里.jpg,,
446,7951,上海虹口SHANGHAI ONE,,0.068209,no_clear_pv,87.11,C:\Users\Admin\Documents\光伏覆盖率 2\satellite_experiment\full_shanghai_dataset\images\7951_上海虹口SHANGHAI ONE.jpg,,
447,8176,上海中建乐荟天地,,0.068209,no_clear_pv,77.35,C:\Users\Admin\Documents\光伏覆盖率 2\satellite_experiment\full_shanghai_dataset\images\8176_上海中建乐荟天地.jpg,,
448,8193,上海合川利邻荟,,0.068209,no_clear_pv,79.1,C:\Users\Admin\Documents\光伏覆盖率 2\satellite_experiment\full_shanghai_dataset\images\8193_上海合川利邻荟.jpg,,
449,8205,上海奉发古华庭,,0.068209,no_clear_pv,79.1,C:\Users\Admin\Documents\光伏覆盖率 2\satellite_experiment\full_shanghai_dataset\images\8205_上海奉发古华庭.jpg,,
450,8206,上海妇女用品商店,,0.068209,no_clear_pv,77.91,C:\Users\Admin\Documents\光伏覆盖率 2\satellite_experiment\full_shanghai_dataset\images\8206_上海妇女用品商店.jpg,,
451,8208,上海宝钢商场,,0.068209,no_clear_pv,82,C:\Users\Admin\Documents\光伏覆盖率 2\satellite_experiment\full_shanghai_dataset\images\8208_上海宝钢商场.jpg,,
452,8216,上海时装商店,,0.068209,no_clear_pv,82,C:\Users\Admin\Documents\光伏覆盖率 2\satellite_experiment\full_shanghai_dataset\images\8216_上海时装商店.jpg,,
453,8218,上海星邻·生活荟,,0.068209,no_clear_pv,78,C:\Users\Admin\Documents\光伏覆盖率 2\satellite_experiment\full_shanghai_dataset\images\8218_上海星邻·生活荟.jpg,,
454,8230,上海盈丰天地,,0.068209,no_clear_pv,81.4,C:\Users\Admin\Documents\光伏覆盖率 2\satellite_experiment\full_shanghai_dataset\images\8230_上海盈丰天地.jpg,,
455,8255,上海鑫都满天星广场,,0.068209,no_clear_pv,75.86,C:\Users\Admin\Documents\光伏覆盖率 2\satellite_experiment\full_shanghai_dataset\images\8255_上海鑫都满天星广场.jpg,,
456,8257,上海锦绣坊,,0.068209,no_clear_pv,84.81,C:\Users\Admin\Documents\光伏覆盖率 2\satellite_experiment\full_shanghai_dataset\images\8257_上海锦绣坊.jpg,,
457,8260,上海陆悦天地,,0.068209,no_clear_pv,81.34,C:\Users\Admin\Documents\光伏覆盖率 2\satellite_experiment\full_shanghai_dataset\images\8260_上海陆悦天地.jpg,,
458,8264,上海龙凤.PRSCO,,0.068209,no_clear_pv,76.46,C:\Users\Admin\Documents\光伏覆盖率 2\satellite_experiment\full_shanghai_dataset\images\8264_上海龙凤.PRSCO.jpg,,
459,8266,南宁289上海天地,,0.068209,no_clear_pv,75.13,C:\Users\Admin\Documents\光伏覆盖率 2\satellite_experiment\full_shanghai_dataset\images\8266_南宁289上海天地.jpg,,
460,8267,重庆上海城嘉发天地,,0.068209,no_clear_pv,75.05,C:\Users\Admin\Documents\光伏覆盖率 2\satellite_experiment\full_shanghai_dataset\images\8267_重庆上海城嘉发天地.jpg,,
461,1283,上海龙光蓝鲸世界,上海市浦东新区沪城环路/申港大道,0.067619,no_clear_pv,93,C:\Users\Admin\Documents\光伏覆盖率 2\satellite_experiment\full_shanghai_dataset\images\1283_上海龙光蓝鲸世界.jpg,,
462,2562,上海张江L+MALL购物中心,上海市浦东新区,0.067150,no_clear_pv,100,C:\Users\Admin\Documents\光伏覆盖率 2\satellite_experiment\full_shanghai_dataset\images\2562_上海张江L+MALL购物中心.jpg,,
463,3270,上海佛罗伦萨小镇,上海市浦东新区卓耀路58弄,0.067150,no_clear_pv,80.65,C:\Users\Admin\Documents\光伏覆盖率 2\satellite_experiment\full_shanghai_dataset\images\3270_上海佛罗伦萨小镇.jpg,,
464,3480,上海临港爱琴海购物公园,上海市浦东新区保利铃兰公馆,0.067150,no_clear_pv,80.68,C:\Users\Admin\Documents\光伏覆盖率 2\satellite_experiment\full_shanghai_dataset\images\3480_上海临港爱琴海购物公园.jpg,,
465,4075,上海周浦绿地缤纷广场,上海市浦东新区,0.067150,no_clear_pv,100,C:\Users\Admin\Documents\光伏覆盖率 2\satellite_experiment\full_shanghai_dataset\images\4075_上海周浦绿地缤纷广场.jpg,,
466,4583,上海恒生万鹂商业广场,上海市浦东新区恒生万鹂商业广场,0.067150,no_clear_pv,77.78,C:\Users\Admin\Documents\光伏覆盖率 2\satellite_experiment\full_shanghai_dataset\images\4583_上海恒生万鹂商业广场.jpg,,
467,4844,上海华润时代广场,上海市浦东新区华润时代广场,0.067150,no_clear_pv,80.72,C:\Users\Admin\Documents\光伏覆盖率 2\satellite_experiment\full_shanghai_dataset\images\4844_上海华润时代广场.jpg,,
468,4970,上海中优城市广场,上海市浦东新区中优城市广场,0.067150,no_clear_pv,80.72,C:\Users\Admin\Documents\光伏覆盖率 2\satellite_experiment\full_shanghai_dataset\images\4970_上海中优城市广场.jpg,,
469,4979,上海宝龙广场（曹路店）,上海市浦东新区宝龙广场,0.067150,no_clear_pv,84.6,C:\Users\Admin\Documents\光伏覆盖率 2\satellite_experiment\full_shanghai_dataset\images\4979_上海宝龙广场（曹路店）.jpg,,
470,5005,上海森宏购物广场,上海市浦东新区森宏购物广场,0.067150,no_clear_pv,80.65,C:\Users\Admin\Documents\光伏覆盖率 2\satellite_experiment\full_shanghai_dataset\images\5005_上海森宏购物广场.jpg,,
471,5417,上海花木时光里,上海市浦东新区99弄|1号,0.067150,no_clear_pv,82.5,C:\Users\Admin\Documents\光伏覆盖率 2\satellite_experiment\full_shanghai_dataset\images\5417_上海花木时光里.jpg,,
472,5440,上海临港宝龙广场,上海市浦东新区宝龙广场,0.067150,no_clear_pv,84.6,C:\Users\Admin\Documents\光伏覆盖率 2\satellite_experiment\full_shanghai_dataset\images\5440_上海临港宝龙广场.jpg,,
473,5700,上海新环广场,上海市浦东新区上海新环广场,0.067150,no_clear_pv,86.82,C:\Users\Admin\Documents\光伏覆盖率 2\satellite_experiment\full_shanghai_dataset\images\5700_上海新环广场.jpg,,
474,5713,上海世博B项目,上海市浦东新区,0.067150,no_clear_pv,100,C:\Users\Admin\Documents\光伏覆盖率 2\satellite_experiment\full_shanghai_dataset\images\5713_上海世博B项目.jpg,,
475,5854,上海龙阳广场,上海市浦东新区龙阳广场,0.067150,no_clear_pv,84.6,C:\Users\Admin\Documents\光伏覆盖率 2\satellite_experiment\full_shanghai_dataset\images\5854_上海龙阳广场.jpg,,
476,6375,上海百联临港生活中心,上海市浦东新区宜浩佳园,0.067150,no_clear_pv,84.51,C:\Users\Admin\Documents\光伏覆盖率 2\satellite_experiment\full_shanghai_dataset\images\6375_上海百联临港生活中心.jpg,,
477,3072,上海临港万达广场,万达广场(上海临港店)，上海市上海市浦东新区鸿音路2555号,0.067003,no_clear_pv,89.27,C:\Users\Admin\Documents\光伏覆盖率 2\satellite_experiment\full_shanghai_dataset\images\3072_上海临港万达广场.jpg,,
478,7941,上海嘉定新城万达广场,,0.067003,no_clear_pv,90.92,C:\Users\Admin\Documents\光伏覆盖率 2\satellite_experiment\full_shanghai_dataset\images\7941_上海嘉定新城万达广场.jpg,,
479,7942,上海奉贤万达广场,,0.067003,no_clear_pv,89.27,C:\Users\Admin\Documents\光伏覆盖率 2\satellite_experiment\full_shanghai_dataset\images\7942_上海奉贤万达广场.jpg,,
480,8268,长春上海路万达广场,,0.067003,no_clear_pv,85.25,C:\Users\Admin\Documents\光伏覆盖率 2\satellite_experiment\full_shanghai_dataset\images\8268_长春上海路万达广场.jpg,,
481,2878,上海K11,上海市浦东新区金桥站,0.066703,no_clear_pv,96,C:\Users\Admin\Documents\光伏覆盖率 2\satellite_experiment\full_shanghai_dataset\images\2878_上海K11.jpg,,
482,7954,上海金桥印象城,,0.066703,no_clear_pv,87.12,C:\Users\Admin\Documents\光伏覆盖率 2\satellite_experiment\full_shanghai_dataset\images\7954_上海金桥印象城.jpg,,
483,8207,上海宏慧新里,,0.066693,no_clear_pv,86.78,C:\Users\Admin\Documents\光伏覆盖率 2\satellite_experiment\full_shanghai_dataset\images\8207_上海宏慧新里.jpg,,
484,7081,上海新邻生活站,上海市黄浦区陆家浜路1100号,0.065639,no_clear_pv,88.33,C:\Users\Admin\Documents\光伏覆盖率 2\satellite_experiment\full_shanghai_dataset\images\7081_上海新邻生活站.jpg,,
485,135,上海正大广场,上海市浦东新区陆家嘴西路168号,0.064783,no_clear_pv,100,C:\Users\Admin\Documents\光伏覆盖率 2\satellite_experiment\full_shanghai_dataset\images\135_上海正大广场.jpg,,
486,8172,上海三新汇开元里,,0.064001,no_clear_pv,84.05,C:\Users\Admin\Documents\光伏覆盖率 2\satellite_experiment\full_shanghai_dataset\images\8172_上海三新汇开元里.jpg,,
487,947,上海虹桥前湾印象城,上海市闵行区联友路/雅乐路,0.063530,no_clear_pv,91.25,C:\Users\Admin\Documents\光伏覆盖率 2\satellite_experiment\full_shanghai_dataset\images\947_上海虹桥前湾印象城.jpg,,
488,1994,上海青浦正荣财富中心,上海市青浦区联民路,0.063202,no_clear_pv,100,C:\Users\Admin\Documents\光伏覆盖率 2\satellite_experiment\full_shanghai_dataset\images\1994_上海青浦正荣财富中心.jpg,,
489,1415,上海港汇恒隆广场,上海市徐汇区虹桥路站1层,0.062519,no_clear_pv,95.16,C:\Users\Admin\Documents\光伏覆盖率 2\satellite_experiment\full_shanghai_dataset\images\1415_上海港汇恒隆广场.jpg,,
490,7687,上海徐家汇中心ITC Maison,上海港汇恒隆广场，上海市上海市徐汇区虹桥路1号,0.062519,no_clear_pv,79.49,C:\Users\Admin\Documents\光伏覆盖率 2\satellite_experiment\full_shanghai_dataset\images\7687_上海徐家汇中心ITC Maison.jpg,,
491,5708,上海南翔五彩城,上海市嘉定区南翔五彩城,0.059185,no_clear_pv,83.91,C:\Users\Admin\Documents\光伏覆盖率 2\satellite_experiment\full_shanghai_dataset\images\5708_上海南翔五彩城.jpg,,
492,7041,上海金鼎悦乐坊,上海市嘉定区真新街道金鼎路2218号,0.058838,no_clear_pv,90.28,C:\Users\Admin\Documents\光伏覆盖率 2\satellite_experiment\full_shanghai_dataset\images\7041_上海金鼎悦乐坊.jpg,,
493,7661,前滩源,前滩源，上海市上海市浦东新区前耀路180号,0.057936,no_clear_pv,78.07,C:\Users\Admin\Documents\光伏覆盖率 2\satellite_experiment\full_shanghai_dataset\images\7661_前滩源.jpg,,
494,7236,上海凯特利广场,上海市青浦区公园路458号,0.057826,no_clear_pv,89.23,C:\Users\Admin\Documents\光伏覆盖率 2\satellite_experiment\full_shanghai_dataset\images\7236_上海凯特利广场.jpg,,
495,7367,上海青浦区邻客公园,上海市青浦区公园路/青松路,0.057826,no_clear_pv,91.25,C:\Users\Admin\Documents\光伏覆盖率 2\satellite_experiment\full_shanghai_dataset\images\7367_上海青浦区邻客公园.jpg,,
496,7950,上海真如中海环宇城MAX,,0.056921,no_clear_pv,79.07,C:\Users\Admin\Documents\光伏覆盖率 2\satellite_experiment\full_shanghai_dataset\images\7950_上海真如中海环宇城MAX.jpg,,
497,588,上海静安大悦城,静安大悦城，上海市上海市静安区西藏北路166号,0.054743,no_clear_pv,85.02,C:\Users\Admin\Documents\光伏覆盖率 2\satellite_experiment\full_shanghai_dataset\images\588_上海静安大悦城.jpg,,
498,8225,上海浦发三林印象汇,上海市浦东新区懿行路188号,0.054103,no_clear_pv,90,C:\Users\Admin\Documents\光伏覆盖率 2\satellite_experiment\full_shanghai_dataset\images\8225_上海浦发三林印象汇.jpg,,
499,8213,上海弄海潮购物中心,,0.051703,no_clear_pv,82.42,C:\Users\Admin\Documents\光伏覆盖率 2\satellite_experiment\full_shanghai_dataset\images\8213_上海弄海潮购物中心.jpg,,
500,6746,上海新天地时尚Ⅱ,上海市黄浦区马当路245号,0.051241,no_clear_pv,100,C:\Users\Admin\Documents\光伏覆盖率 2\satellite_experiment\full_shanghai_dataset\images\6746_上海新天地时尚Ⅱ.jpg,,
501,5916,上海南桥新城传悦坊,上海市奉贤区南奉公路,0.051034,no_clear_pv,100,C:\Users\Admin\Documents\光伏覆盖率 2\satellite_experiment\full_shanghai_dataset\images\5916_上海南桥新城传悦坊.jpg,,
502,7506,上海青峰时代广场（奉贤店）,上海市奉贤区南桥镇南奉公路8505号,0.051034,no_clear_pv,84.44,C:\Users\Admin\Documents\光伏覆盖率 2\satellite_experiment\full_shanghai_dataset\images\7506_上海青峰时代广场（奉贤店）.jpg,,
503,1436,上海首位SHOWAY一期,上海市青浦区蟠中东路188弄,0.048960,no_clear_pv,90,C:\Users\Admin\Documents\光伏覆盖率 2\satellite_experiment\full_shanghai_dataset\images\1436_上海首位SHOWAY一期.jpg,,
504,3869,上海首位SHOWAY二期,上海市青浦区蟠中东路188弄,0.048960,no_clear_pv,90,C:\Users\Admin\Documents\光伏覆盖率 2\satellite_experiment\full_shanghai_dataset\images\3869_上海首位SHOWAY二期.jpg,,
505,155,上海爱琴海购物中心,上海市闵行区吴中路1504号,0.048688,no_clear_pv,100,C:\Users\Admin\Documents\光伏覆盖率 2\satellite_experiment\full_shanghai_dataset\images\155_上海爱琴海购物中心.jpg,,
506,6270,上海五龙商业广场,上海市松江区光星路|1399号,0.048574,no_clear_pv,87.5,C:\Users\Admin\Documents\光伏覆盖率 2\satellite_experiment\full_shanghai_dataset\images\6270_上海五龙商业广场.jpg,,
